customer_id,signup_date,country,device,acquisition_channel,plan,gross_mrr,discount_rate,net_mrr,monthly_sessions,support_tickets_last_90d,nps_score,is_churned,churn_date
C00521,2024-08-30,South Africa,Tablet,Organic,Standard,179.0,0.044,171.12,31,1,2,1,2025-06-25
C00522,2024-08-24,South Africa,Mobile,Paid Social,Basic,99.0,0.098,89.3,8,1,6,0,
C00523,2025-12-04,Nigeria,Mobile,Paid Social,Basic,99.0,0.029,96.13,16,1,8,1,2026-02-02
C00524,2024-04-19,USA,Mobile,Paid Social,Premium,299.0,0.066,279.27,21,0,6,1,2025-05-30
C00525,2025-11-28,South Africa,Desktop,Organic,Basic,99.0,0.038,95.24,12,0,5,0,
C00526,2025-12-02,South Africa,Desktop,Paid Social,Basic,99.0,0.038,95.24,20,0,7,1,2026-12-02
C00527,2025-04-01,India,Desktop,Paid Social,Premium,299.0,0.164,249.96,28,3,5,1,2026-06-26
C00528,2024-05-06,Germany,Desktop,Organic,Basic,99.0,0.028,96.23,21,1,7,0,
C00529,2024-04-28,South Africa,Mobile,Paid Search,Standard,179.0,0.084,163.96,13,0,6,0,
C00530,2024-08-04,South Africa,Mobile,Referral,Basic,99.0,0.096,89.5,5,1,6,1,2025-04-25
C00531,2025-03-15,South Africa,Mobile,Paid Social,Premium,299.0,0.206,237.41,26,0,6,0,
C00532,2024-04-27,India,Mobile,Paid Search,Standard,179.0,0.099,161.28,17,0,10,1,2024-05-05
C00533,2024-12-13,Germany,Mobile,Organic,Premium,299.0,0.022,292.42,39,1,5,1,2025-04-03
C00534,2024-03-29,United Kingdom,Desktop,Organic,Basic,99.0,0.002,98.8,33,1,7,0,
C00535,2025-02-15,India,Desktop,Organic,Standard,179.0,0.044,171.12,37,1,6,0,
C00536,2024-01-17,South Africa,Desktop,Organic,Standard,179.0,0.093,162.35,13,0,10,0,
C00537,2025-06-24,South Africa,Mobile,Partner,Basic,99.0,0.127,86.43,23,1,4,0,
C00538,2024-02-12,South Africa,Mobile,Organic,Basic,99.0,0.012,97.81,25,1,7,1,2024-06-05
C00539,2024-05-28,India,Mobile,Referral,Basic,99.0,0.007,98.31,24,1,7,0,
C00540,2024-05-13,Nigeria,Mobile,Organic,Premium,299.0,0.077,275.98,21,1,5,0,
C00541,2025-09-25,South Africa,Mobile,Organic,Standard,179.0,0.079,164.86,31,3,4,1,2026-04-13
C00542,2024-02-10,South Africa,Mobile,Paid Search,Standard,179.0,0.146,152.87,21,0,8,0,
C00543,2024-11-23,Germany,Mobile,Organic,Standard,179.0,0.005,178.1,22,0,4,1,2025-12-04
C00544,2025-03-26,Germany,Desktop,Referral,Standard,179.0,0.072,166.11,9,0,8,0,
C00545,2025-01-28,United Kingdom,Mobile,Partner,Standard,179.0,0.072,166.11,26,1,10,0,
C00546,2025-06-02,South Africa,Mobile,Referral,Basic,99.0,0.016,97.42,16,5,5,1,2026-04-27
C00547,2025-09-03,USA,Mobile,Organic,Standard,179.0,0.03,173.63,25,1,5,0,
C00548,2024-10-26,India,Mobile,Referral,Basic,99.0,0.05,94.05,20,1,4,1,2025-09-19
C00549,2025-09-23,United Kingdom,Mobile,Organic,Premium,299.0,0.033,289.13,25,2,7,0,
C00550,2024-08-30,United Kingdom,Mobile,Referral,Premium,299.0,0.097,270.0,24,3,4,1,2025-03-03
C00551,2026-01-20,USA,Mobile,Paid Search,Basic,99.0,0.106,88.51,24,1,6,1,2026-12-05
C00552,2025-01-19,USA,Mobile,Organic,Standard,179.0,0.037,172.38,19,0,8,0,
C00553,2025-07-14,Nigeria,Desktop,Organic,Basic,99.0,0.067,92.37,6,1,10,0,
C00554,2025-10-28,South Africa,Mobile,Organic,Premium,299.0,0.065,279.56,29,1,6,1,2026-05-20
C00555,2025-08-27,South Africa,Mobile,Organic,Premium,299.0,0.0,299.0,18,2,5,0,
C00556,2025-10-10,India,Mobile,Referral,Premium,299.0,0.062,280.46,13,0,8,1,2025-10-22
C00557,2025-02-12,United Kingdom,Mobile,Referral,Basic,99.0,0.024,96.62,10,1,8,1,2025-12-24
C00558,2024-02-03,South Africa,Mobile,Partner,Basic,99.0,0.236,75.64,20,0,6,1,2024-12-01
C00559,2025-01-10,South Africa,Desktop,Organic,Basic,99.0,0.071,91.97,17,1,5,1,2026-05-11
C00560,2024-05-18,USA,Mobile,Paid Social,Basic,99.0,0.07,92.07,1,0,8,0,
C00561,2025-11-08,USA,Desktop,Organic,Basic,99.0,0.037,95.34,15,2,6,1,2026-07-12
C00562,2024-06-29,Brazil,Mobile,Paid Search,Basic,99.0,0.001,98.9,27,1,3,0,
C00563,2024-06-22,South Africa,Mobile,Organic,Premium,299.0,0.051,283.75,20,0,8,0,
C00564,2024-07-09,India,Mobile,Organic,Basic,99.0,0.032,95.83,17,2,9,0,
C00565,2025-05-04,India,Mobile,Paid Search,Basic,99.0,0.244,74.84,26,1,10,0,
C00566,2025-03-11,South Africa,Mobile,Organic,Premium,299.0,0.053,283.15,30,3,5,0,
C00567,2025-12-24,South Africa,Tablet,Paid Search,Standard,179.0,0.013,176.67,29,1,8,0,
C00568,2024-11-13,Brazil,Desktop,Paid Social,Standard,179.0,0.023,174.88,3,1,8,0,
C00569,2024-08-03,South Africa,Tablet,Organic,Standard,179.0,0.083,164.14,35,0,7,0,
C00570,2024-02-07,Nigeria,Mobile,Partner,Premium,299.0,0.238,227.84,29,0,7,0,
C00571,2024-01-06,United Kingdom,Desktop,Paid Search,Standard,179.0,0.171,148.39,41,0,7,0,
C00572,2024-10-11,United Kingdom,Mobile,Referral,Standard,179.0,0.008,177.57,15,0,8,0,
C00573,2025-12-06,South Africa,Mobile,Paid Social,Standard,179.0,0.05,170.05,7,2,7,1,2026-11-29
C00574,2025-02-03,Germany,Tablet,Paid Social,Basic,99.0,0.218,77.42,18,1,9,0,
C00575,2025-11-11,South Africa,Desktop,Paid Social,Basic,99.0,0.05,94.05,16,0,6,0,
C00576,2024-03-18,India,Desktop,Referral,Standard,179.0,0.063,167.72,26,0,7,0,
C00577,2024-03-12,South Africa,Desktop,Paid Social,Basic,99.0,0.191,80.09,27,1,6,0,
C00578,2025-09-27,Germany,Mobile,Organic,Standard,179.0,0.057,168.8,20,3,5,0,
C00579,2024-03-22,India,Desktop,Organic,Basic,99.0,0.064,92.66,16,1,4,0,
C00580,2024-02-09,South Africa,Mobile,Paid Social,Basic,99.0,0.056,93.46,22,1,6,1,2024-05-27
C00581,2024-11-03,South Africa,Desktop,Organic,Basic,99.0,0.06,93.06,16,1,7,1,2024-12-30
C00582,2025-12-05,India,Desktop,Organic,Premium,299.0,0.075,276.58,21,1,6,1,2026-08-11
C00583,2025-06-09,South Africa,Mobile,Organic,Basic,99.0,0.028,96.23,26,1,6,1,2026-07-07
C00584,2024-03-16,South Africa,Mobile,Paid Search,Standard,179.0,0.212,141.05,31,1,8,0,
C00585,2025-09-29,Kenya,Mobile,Organic,Premium,299.0,0.003,298.1,33,0,10,0,
C00586,2025-10-04,USA,Mobile,Paid Social,Basic,99.0,0.06,93.06,17,2,5,1,2026-04-05
C00587,2025-09-02,Nigeria,Mobile,Referral,Standard,179.0,0.088,163.25,4,3,3,1,2026-01-29
C00588,2025-11-18,South Africa,Desktop,Referral,Basic,99.0,0.018,97.22,17,0,7,0,
C00589,2024-07-01,Brazil,Mobile,Organic,Basic,99.0,0.014,97.61,12,1,9,1,2024-10-19
C00590,2026-01-16,Kenya,Desktop,Paid Search,Standard,179.0,0.103,160.56,20,3,4,0,
C00591,2024-09-01,South Africa,Mobile,Paid Search,Premium,299.0,0.159,251.46,19,0,8,0,
C00592,2025-09-03,South Africa,Mobile,Paid Search,Basic,99.0,0.184,80.78,18,5,7,1,2026-05-13
C00593,2025-03-17,South Africa,Mobile,Paid Social,Standard,179.0,0.061,168.08,13,4,1,1,2025-12-16
C00594,2025-08-16,South Africa,Desktop,Organic,Basic,99.0,0.046,94.45,8,1,7,1,2025-09-21
C00595,2025-04-23,United Kingdom,Mobile,Partner,Standard,179.0,0.095,162.0,31,4,6,1,2025-12-26
C00596,2025-05-04,South Africa,Mobile,Organic,Standard,179.0,0.064,167.54,13,0,7,0,
C00597,2025-04-14,United Kingdom,Mobile,Referral,Standard,179.0,0.087,163.43,21,1,5,1,2025-09-01
C00598,2025-08-16,South Africa,Desktop,Paid Social,Standard,179.0,0.201,143.02,29,0,5,1,2025-10-27
C00599,2025-07-17,South Africa,Mobile,Organic,Basic,99.0,0.049,94.15,25,0,5,1,2025-08-16
C00600,2024-04-12,South Africa,Mobile,Paid Social,Standard,179.0,0.121,157.34,27,1,5,1,2024-04-23
C00601,2025-09-21,Nigeria,Desktop,Organic,Standard,179.0,0.001,178.82,23,0,6,0,
C00602,2025-02-12,Germany,Desktop,Referral,Standard,179.0,0.071,166.29,27,1,5,1,2025-04-06
C00603,2024-09-03,South Africa,Mobile,Paid Social,Basic,99.0,0.195,79.69,29,0,9,0,
C00604,2025-01-26,South Africa,Mobile,Organic,Basic,99.0,0.055,93.56,21,2,4,1,2025-06-07
C00605,2026-01-06,South Africa,Mobile,Organic,Basic,99.0,0.07,92.07,3,2,3,1,2026-12-13
C00606,2025-10-15,India,Mobile,Paid Social,Basic,99.0,0.008,98.21,14,3,7,1,2026-10-02
C00607,2025-09-27,South Africa,Desktop,Organic,Basic,99.0,0.045,94.54,24,0,7,0,
C00608,2024-12-18,India,Mobile,Referral,Basic,99.0,0.068,92.27,13,4,4,1,2026-03-23
C00609,2025-08-20,South Africa,Mobile,Referral,Standard,179.0,0.089,163.07,34,1,7,0,
C00610,2024-10-20,South Africa,Mobile,Paid Social,Basic,99.0,0.063,92.76,17,2,6,1,2025-02-24
C00611,2025-06-06,Germany,Mobile,Organic,Premium,299.0,0.097,270.0,25,1,6,0,
C00612,2025-05-02,Kenya,Mobile,Paid Social,Standard,179.0,0.08,164.68,30,0,7,1,2025-07-17
C00613,2024-07-09,South Africa,Desktop,Partner,Standard,179.0,0.139,154.12,20,0,5,0,
C00614,2024-07-22,Brazil,Mobile,Organic,Standard,179.0,0.039,172.02,22,2,7,0,
C00615,2024-02-16,South Africa,Tablet,Organic,Standard,179.0,0.071,166.29,28,3,1,1,2025-03-21
C00616,2024-04-16,South Africa,Desktop,Organic,Standard,179.0,0.082,164.32,9,3,7,1,2024-09-24
C00617,2024-11-26,South Africa,Mobile,Paid Search,Premium,299.0,0.162,250.56,22,2,7,0,
C00618,2024-12-30,Kenya,Mobile,Paid Social,Standard,179.0,0.145,153.04,28,2,7,1,2026-02-06
C00619,2024-05-05,India,Mobile,Paid Search,Standard,179.0,0.079,164.86,22,1,7,1,2025-08-17
C00620,2024-11-13,South Africa,Mobile,Paid Search,Standard,179.0,0.063,167.72,33,0,8,0,
C00621,2025-04-05,USA,Mobile,Organic,Standard,179.0,0.072,166.11,8,1,6,1,2026-08-30
C00622,2024-06-26,United Kingdom,Desktop,Organic,Basic,99.0,0.052,93.85,4,1,8,0,
C00623,2024-09-14,Brazil,Mobile,Organic,Standard,179.0,0.076,165.4,27,0,5,0,
C00624,2024-10-07,India,Mobile,Referral,Standard,179.0,0.083,164.14,28,1,5,0,
C00625,2025-01-19,USA,Mobile,Paid Social,Premium,299.0,0.201,238.9,22,3,5,1,2026-05-29
C00626,2024-10-06,Nigeria,Mobile,Organic,Standard,179.0,0.008,177.57,24,0,6,0,
C00627,2025-07-15,South Africa,Tablet,Referral,Standard,179.0,0.034,172.91,27,3,9,0,
C00628,2024-09-06,South Africa,Mobile,Organic,Premium,299.0,0.092,271.49,17,3,6,1,2025-04-11
C00629,2024-11-26,United Kingdom,Desktop,Organic,Standard,179.0,0.04,171.84,15,1,6,0,
C00630,2024-10-16,South Africa,Desktop,Organic,Basic,99.0,0.089,90.19,20,1,7,0,
C00631,2024-05-19,Germany,Mobile,Partner,Basic,99.0,0.151,84.05,25,1,7,0,
C00632,2025-06-06,South Africa,Mobile,Paid Social,Basic,99.0,0.084,90.68,9,0,6,1,2025-10-05
C00633,2024-06-28,India,Mobile,Paid Social,Basic,99.0,0.065,92.57,16,0,6,1,2025-04-14
C00634,2024-08-14,South Africa,Desktop,Organic,Basic,99.0,0.056,93.46,16,1,7,0,
C00635,2025-08-27,USA,Mobile,Organic,Standard,179.0,0.036,172.56,24,1,5,0,
C00636,2025-12-24,South Africa,Desktop,Paid Social,Standard,179.0,0.082,164.32,21,1,2,1,2027-02-22
C00637,2025-05-26,South Africa,Desktop,Organic,Basic,99.0,0.011,97.91,14,3,4,1,2026-08-09
C00638,2025-11-29,India,Desktop,Partner,Standard,179.0,0.067,167.01,31,0,8,0,
C00639,2025-10-12,India,Mobile,Referral,Basic,99.0,0.036,95.44,14,1,5,1,2026-08-31
C00640,2025-01-01,Germany,Mobile,Paid Search,Premium,299.0,0.15,254.15,22,0,8,1,2025-08-02
C00641,2025-08-09,Brazil,Desktop,Paid Social,Basic,99.0,0.027,96.33,5,1,7,0,
C00642,2024-09-07,South Africa,Mobile,Partner,Standard,179.0,0.069,166.65,15,2,8,1,2025-06-08
C00643,2024-12-16,India,Desktop,Paid Search,Basic,99.0,0.127,86.43,22,1,8,1,2025-03-17
C00644,2025-02-12,South Africa,Mobile,Paid Social,Standard,179.0,0.072,166.11,24,0,8,1,2025-04-01
C00645,2026-01-01,Nigeria,Mobile,Referral,Basic,99.0,0.099,89.2,23,0,5,0,
C00646,2025-10-08,South Africa,Desktop,Organic,Standard,179.0,0.039,172.02,25,1,6,1,2026-06-05
C00647,2025-01-07,South Africa,Mobile,Referral,Basic,99.0,0.009,98.11,35,0,9,0,
C00648,2025-05-12,Nigeria,Mobile,Organic,Premium,299.0,0.058,281.66,18,3,7,0,
C00649,2024-06-03,Germany,Mobile,Paid Social,Standard,179.0,0.145,153.04,8,1,8,0,
C00650,2025-09-04,South Africa,Mobile,Referral,Standard,179.0,0.079,164.86,13,0,5,0,
C00651,2025-02-25,USA,Desktop,Paid Social,Premium,299.0,0.065,279.56,18,1,10,0,
C00652,2025-02-09,Nigeria,Mobile,Paid Search,Premium,299.0,0.198,239.8,16,0,6,0,
C00653,2025-08-06,South Africa,Mobile,Paid Social,Basic,99.0,0.049,94.15,19,2,4,0,
C00654,2025-04-27,United Kingdom,Mobile,Organic,Basic,99.0,0.099,89.2,28,0,7,0,
C00655,2024-02-25,South Africa,Tablet,Organic,Basic,99.0,0.003,98.7,30,0,3,0,
C00656,2024-08-07,South Africa,Mobile,Organic,Basic,99.0,0.083,90.78,22,1,4,1,2025-10-22
C00657,2024-05-14,United Kingdom,Tablet,Paid Social,Standard,179.0,0.153,151.61,38,0,10,1,2024-11-27
C00658,2025-07-13,South Africa,Desktop,Paid Search,Premium,299.0,0.01,296.01,21,0,7,0,
C00659,2024-01-27,South Africa,Mobile,Organic,Premium,299.0,0.048,284.65,11,3,3,1,2024-08-28
C00660,2024-06-03,Germany,Desktop,Referral,Standard,179.0,0.079,164.86,29,1,7,0,
C00661,2025-03-31,South Africa,Desktop,Organic,Standard,179.0,0.02,175.42,6,1,4,1,2026-05-01
C00662,2025-06-13,India,Mobile,Paid Search,Premium,299.0,0.116,264.32,18,0,9,0,
C00663,2025-01-18,India,Mobile,Paid Search,Premium,299.0,0.004,297.8,28,0,6,0,
C00664,2025-10-17,South Africa,Desktop,Organic,Basic,99.0,0.06,93.06,17,3,6,1,2025-11-15
C00665,2025-12-01,Kenya,Desktop,Paid Social,Standard,179.0,0.147,152.69,19,2,4,1,2026-03-24
C00666,2024-04-10,South Africa,Desktop,Paid Search,Premium,299.0,0.174,246.97,15,1,10,0,
C00667,2025-12-26,United Kingdom,Tablet,Organic,Basic,99.0,0.022,96.82,18,0,7,1,2027-04-30
C00668,2025-04-13,South Africa,Mobile,Partner,Basic,99.0,0.011,97.91,26,1,6,1,2025-11-15
C00669,2025-04-29,USA,Desktop,Referral,Premium,299.0,0.066,279.27,24,1,7,0,
C00670,2024-03-13,South Africa,Desktop,Paid Social,Premium,299.0,0.021,292.72,17,0,6,0,
C00671,2025-04-18,United Kingdom,Mobile,Referral,Premium,299.0,0.074,276.87,14,1,6,0,
C00672,2025-07-06,South Africa,Mobile,Referral,Standard,179.0,0.013,176.67,15,2,4,1,2026-07-20
C00673,2025-03-18,South Africa,Mobile,Organic,Basic,99.0,0.082,90.88,21,0,9,1,2025-05-15
C00674,2024-03-05,Kenya,Desktop,Paid Social,Basic,99.0,0.194,79.79,21,1,6,0,
C00675,2025-02-02,Nigeria,Mobile,Paid Social,Standard,179.0,0.243,135.5,15,2,2,1,2025-06-24
C00676,2025-12-14,Brazil,Desktop,Organic,Standard,179.0,0.034,172.91,3,1,5,0,
C00677,2025-07-05,South Africa,Mobile,Organic,Standard,179.0,0.047,170.59,24,2,9,0,
C00678,2024-04-14,South Africa,Mobile,Organic,Standard,179.0,0.036,172.56,14,0,7,0,
C00679,2026-01-01,South Africa,Mobile,Paid Social,Basic,99.0,0.082,90.88,24,1,7,0,
C00680,2025-12-31,South Africa,Mobile,Referral,Standard,179.0,0.021,175.24,15,0,9,0,
C00681,2024-05-09,USA,Desktop,Referral,Basic,99.0,0.002,98.8,10,2,5,1,2024-12-14
C00682,2025-09-02,USA,Mobile,Organic,Basic,99.0,0.009,98.11,19,1,7,1,2025-10-10
C00683,2024-11-05,USA,Desktop,Organic,Basic,99.0,0.027,96.33,37,0,6,0,
C00684,2025-03-28,South Africa,Mobile,Paid Search,Basic,99.0,0.055,93.56,24,0,8,0,
C00685,2024-12-05,South Africa,Tablet,Paid Search,Premium,299.0,0.177,246.08,25,2,6,0,
C00686,2025-08-19,Germany,Mobile,Referral,Basic,99.0,0.042,94.84,21,1,5,1,2026-11-19
C00687,2026-01-29,South Africa,Mobile,Referral,Basic,99.0,0.066,92.47,4,1,7,1,2027-02-04
C00688,2025-08-28,United Kingdom,Mobile,Referral,Standard,179.0,0.054,169.33,12,3,6,1,2025-11-11
C00689,2025-12-10,South Africa,Mobile,Referral,Standard,179.0,0.013,176.67,3,0,7,0,
C00690,2025-12-21,South Africa,Mobile,Partner,Basic,99.0,0.037,95.34,32,0,6,0,
C00691,2024-03-09,India,Desktop,Paid Search,Basic,99.0,0.096,89.5,30,2,9,1,2025-06-07
C00692,2024-07-12,South Africa,Mobile,Organic,Basic,99.0,0.06,93.06,21,3,6,1,2025-08-06
C00693,2025-07-04,Brazil,Mobile,Organic,Standard,179.0,0.046,170.77,22,2,5,1,2026-01-01
C00694,2025-03-25,South Africa,Mobile,Paid Search,Basic,99.0,0.019,97.12,6,0,5,1,2025-12-31
C00695,2024-02-08,South Africa,Mobile,Organic,Basic,99.0,0.056,93.46,16,0,9,0,
C00696,2024-03-13,South Africa,Desktop,Organic,Basic,99.0,0.097,89.4,32,2,7,0,
C00697,2025-01-31,South Africa,Mobile,Partner,Standard,179.0,0.09,162.89,22,2,6,1,2025-06-14
C00698,2025-04-14,Kenya,Desktop,Organic,Basic,99.0,0.052,93.85,13,0,7,0,
C00699,2024-05-07,South Africa,Tablet,Partner,Premium,299.0,0.236,228.44,10,2,8,0,
C00700,2024-05-10,United Kingdom,Mobile,Referral,Basic,99.0,0.072,91.87,29,3,5,1,2024-10-15
C00701,2024-04-08,USA,Mobile,Paid Social,Standard,179.0,0.239,136.22,20,1,8,1,2024-07-06
C00702,2025-03-06,South Africa,Mobile,Paid Social,Basic,99.0,0.047,94.35,4,0,8,1,2025-03-31
C00703,2024-01-06,South Africa,Mobile,Organic,Basic,99.0,0.02,97.02,11,1,7,1,2025-05-09
C00704,2025-03-12,South Africa,Mobile,Paid Social,Basic,99.0,0.207,78.51,8,0,8,1,2025-04-26
C00705,2024-12-28,India,Desktop,Organic,Premium,299.0,0.081,274.78,23,0,7,0,
C00706,2024-12-21,Nigeria,Desktop,Partner,Premium,299.0,0.091,271.79,26,0,7,1,2024-12-29
C00707,2025-06-01,South Africa,Mobile,Organic,Basic,99.0,0.098,89.3,14,2,8,1,2026-07-11
C00708,2025-02-02,Nigeria,Desktop,Organic,Basic,99.0,0.036,95.44,24,0,9,0,
C00709,2025-07-08,Kenya,Mobile,Paid Social,Premium,299.0,0.103,268.2,25,0,8,1,2026-04-06
C00710,2025-08-05,South Africa,Desktop,Paid Social,Standard,179.0,0.218,139.98,29,2,8,0,
C00711,2025-12-02,South Africa,Mobile,Paid Search,Basic,99.0,0.225,76.73,15,0,10,0,
C00712,2025-09-01,Brazil,Mobile,Paid Social,Basic,99.0,0.245,74.74,42,0,6,0,
C00713,2025-01-29,South Africa,Desktop,Organic,Standard,179.0,0.016,176.14,16,1,7,0,
C00714,2025-01-10,South Africa,Desktop,Paid Social,Standard,179.0,0.013,176.67,14,2,7,0,
C00715,2024-06-28,South Africa,Desktop,Organic,Standard,179.0,0.062,167.9,13,0,7,0,
C00716,2025-04-01,Nigeria,Mobile,Organic,Premium,299.0,0.085,273.59,22,0,4,0,
C00717,2024-04-16,South Africa,Desktop,Organic,Standard,179.0,0.061,168.08,7,1,10,0,
C00718,2025-12-10,South Africa,Mobile,Organic,Basic,99.0,0.096,89.5,20,2,4,1,2026-06-20
C00719,2025-10-05,South Africa,Mobile,Organic,Standard,179.0,0.087,163.43,6,1,8,0,
C00720,2024-04-01,United Kingdom,Mobile,Paid Search,Basic,99.0,0.144,84.74,19,0,3,1,2024-10-09
C00721,2025-08-21,South Africa,Mobile,Organic,Basic,99.0,0.086,90.49,7,1,7,1,2025-10-31
C00722,2024-03-30,USA,Mobile,Organic,Basic,99.0,0.096,89.5,15,0,4,1,2024-07-08
C00723,2025-07-03,South Africa,Mobile,Paid Search,Basic,99.0,0.046,94.45,23,2,4,1,2026-11-10
C00724,2024-03-07,South Africa,Desktop,Organic,Standard,179.0,0.061,168.08,39,1,6,1,2024-04-28
C00725,2025-01-07,Brazil,Desktop,Paid Social,Basic,99.0,0.001,98.9,9,3,5,0,
C00726,2025-05-16,India,Desktop,Partner,Basic,99.0,0.173,81.87,17,1,6,0,
C00727,2025-07-09,South Africa,Mobile,Paid Search,Standard,179.0,0.074,165.75,15,2,8,0,
C00728,2024-11-14,India,Desktop,Referral,Standard,179.0,0.073,165.93,14,0,9,0,
C00729,2025-12-03,Kenya,Mobile,Organic,Standard,179.0,0.042,171.48,15,2,6,0,
C00730,2025-08-13,South Africa,Mobile,Organic,Premium,299.0,0.059,281.36,31,1,5,0,
C00731,2024-06-07,India,Desktop,Paid Social,Standard,179.0,0.156,151.08,17,3,5,1,2025-03-25
C00732,2025-05-26,India,Mobile,Referral,Basic,99.0,0.07,92.07,36,2,8,0,
C00733,2025-07-10,South Africa,Mobile,Referral,Standard,179.0,0.05,170.05,24,0,9,1,2025-10-31
C00734,2024-09-11,Nigeria,Mobile,Organic,Standard,179.0,0.063,167.72,13,0,5,0,
C00735,2025-07-16,South Africa,Mobile,Referral,Basic,99.0,0.032,95.83,15,0,7,0,
C00736,2025-11-15,South Africa,Desktop,Organic,Basic,99.0,0.015,97.52,12,1,8,1,2027-02-13
C00737,2025-09-14,Brazil,Mobile,Organic,Basic,99.0,0.044,94.64,24,1,10,0,
C00738,2025-08-04,Nigeria,Mobile,Organic,Standard,179.0,0.094,162.17,8,2,4,1,2026-02-22
C00739,2025-04-28,Nigeria,Mobile,Partner,Basic,99.0,0.172,81.97,7,2,5,1,2025-07-05
C00740,2024-07-25,Nigeria,Mobile,Organic,Basic,99.0,0.068,92.27,13,2,7,1,2024-10-20
C00741,2025-08-28,Nigeria,Desktop,Referral,Premium,299.0,0.005,297.5,29,2,5,1,2026-12-18
C00742,2024-10-04,South Africa,Desktop,Paid Social,Premium,299.0,0.063,280.16,34,1,5,1,2024-10-11
C00743,2025-02-09,Brazil,Desktop,Paid Social,Basic,99.0,0.233,75.93,29,1,8,0,
C00744,2024-08-27,United Kingdom,Desktop,Paid Social,Premium,299.0,0.103,268.2,28,0,10,0,
C00745,2024-08-26,United Kingdom,Mobile,Referral,Basic,99.0,0.037,95.34,17,3,3,1,2025-07-10
C00746,2024-04-30,Kenya,Desktop,Organic,Premium,299.0,0.011,295.71,30,1,10,0,
C00747,2026-01-02,South Africa,Mobile,Organic,Premium,299.0,0.035,288.53,15,3,4,1,2026-09-04
C00748,2024-04-22,South Africa,Mobile,Paid Social,Basic,99.0,0.153,83.85,3,2,7,1,2025-09-09
C00749,2024-03-06,South Africa,Desktop,Organic,Standard,179.0,0.052,169.69,24,0,10,0,
C00750,2025-12-14,South Africa,Mobile,Organic,Premium,299.0,0.097,270.0,16,1,8,0,
C00751,2025-02-26,United Kingdom,Desktop,Organic,Premium,299.0,0.047,284.95,23,0,7,0,
C00752,2024-11-29,USA,Desktop,Organic,Premium,299.0,0.091,271.79,25,0,7,1,2025-11-09
C00753,2025-07-15,South Africa,Tablet,Organic,Standard,179.0,0.046,170.77,23,3,6,0,
C00754,2024-10-19,South Africa,Mobile,Organic,Basic,99.0,0.011,97.91,26,0,8,0,
C00755,2024-04-07,United Kingdom,Mobile,Referral,Premium,299.0,0.023,292.12,31,0,7,0,
C00756,2025-07-10,South Africa,Desktop,Organic,Standard,179.0,0.041,171.66,23,3,7,1,2025-09-28
C00757,2024-05-14,USA,Mobile,Partner,Standard,179.0,0.035,172.74,17,1,3,1,2025-07-14
C00758,2025-02-25,South Africa,Mobile,Partner,Basic,99.0,0.065,92.57,19,0,5,0,
C00759,2025-12-24,South Africa,Desktop,Organic,Standard,179.0,0.068,166.83,16,1,5,0,
C00760,2025-12-14,South Africa,Tablet,Paid Social,Basic,99.0,0.178,81.38,16,0,7,0,
C00761,2024-10-01,USA,Desktop,Paid Social,Standard,179.0,0.04,171.84,42,0,3,1,2025-06-05
C00762,2025-08-17,South Africa,Mobile,Paid Social,Basic,99.0,0.204,78.8,19,0,6,0,
C00763,2024-12-31,United Kingdom,Mobile,Organic,Standard,179.0,0.061,168.08,25,0,5,0,
C00764,2024-04-16,South Africa,Mobile,Organic,Premium,299.0,0.012,295.41,18,0,10,0,
C00765,2024-10-13,South Africa,Mobile,Organic,Standard,179.0,0.016,176.14,29,0,5,0,
C00766,2025-05-11,USA,Mobile,Paid Social,Standard,179.0,0.011,177.03,27,1,4,1,2026-05-02
C00767,2026-01-21,South Africa,Mobile,Partner,Basic,99.0,0.159,83.26,24,3,6,1,2026-07-22
C00768,2024-01-04,South Africa,Mobile,Paid Social,Premium,299.0,0.038,287.64,26,2,10,0,
C00769,2025-06-30,Kenya,Mobile,Paid Social,Standard,179.0,0.131,155.55,29,1,6,1,2025-08-01
C00770,2025-10-06,India,Mobile,Partner,Basic,99.0,0.004,98.6,28,0,7,0,
C00771,2025-12-25,South Africa,Mobile,Paid Social,Basic,99.0,0.195,79.69,20,0,8,1,2026-06-25
C00772,2024-11-18,South Africa,Mobile,Organic,Basic,99.0,0.1,89.1,17,2,7,1,2024-12-24
C00773,2024-03-31,Brazil,Desktop,Referral,Standard,179.0,0.049,170.23,28,1,8,0,
C00774,2024-07-25,United Kingdom,Mobile,Organic,Premium,299.0,0.05,284.05,17,2,6,0,
C00775,2025-10-10,India,Desktop,Organic,Standard,179.0,0.077,165.22,15,0,7,1,2026-09-01
C00776,2025-10-30,India,Mobile,Paid Search,Basic,99.0,0.111,88.01,18,0,5,0,
C00777,2025-04-30,Germany,Mobile,Partner,Premium,299.0,0.1,269.1,10,0,6,0,
C00778,2024-04-03,South Africa,Mobile,Organic,Basic,99.0,0.01,98.01,25,3,8,1,2025-03-02
C00779,2024-04-02,South Africa,Mobile,Paid Search,Premium,299.0,0.232,229.63,16,2,10,0,
C00780,2024-12-30,Germany,Mobile,Organic,Basic,99.0,0.098,89.3,14,1,7,1,2026-03-06
C00781,2025-03-24,Germany,Desktop,Organic,Standard,179.0,0.075,165.58,19,0,4,0,
C00782,2024-01-25,Brazil,Desktop,Organic,Premium,299.0,0.099,269.4,24,1,5,0,
